Depthm,T_degC,Salnty,O2ml_L,ChlorA,Phaeop,PO4uM,SiO3uM,NO2uM,NO3uM,NH3uM
1,12.35,33.577,6.26,1.47,0.31,0.83,8.9,0.2,8.2,0.08
10,12.15,33.579,6.27,1.54,0.3,0.83,8.9,0.2,8.2,0.08
20,12.09,33.574,6.19,1.95,0.41,0.85,8.9,0.21,8.3,0.11
30,12.06,33.577,6.06,1.3,0.47,0.87,9.1,0.23,8.7,0.24
40,12.04,33.596,5.94,0.7,0.41,0.92,9.7,0.25,9.3,0.4
50,11.89,33.614,5.64,0.56,0.47,1.02,10.8,0.29,11.0,0.27
59,11.67,33.644,5.23,0.31,0.39,1.15,12.5,0.31,13.2,0.06
69,10.84,33.743,3.89,0.12,0.24,1.54,18.5,0.02,19.3,0.01
75,10.34,33.812,3.33,0.07,0.19,1.72,21.7,0.01,22.0,0.01
84,9.78,33.874,2.77,0.04,0.15,1.92,25.6,0.0,24.9,0.0
99,9.46,33.947,2.46,0.01,0.12,2.05,28.7,0.0,26.4,0.0
100,9.44,33.948,2.44,0.01,0.12,2.06,28.9,0.0,26.5,0.0
119,9.27,34.007,2.23,0.0,0.1,2.14,31.1,0.0,27.5,0.0
125,9.23,34.019,2.19,0.0,0.1,2.16,31.6,0.0,27.7,0.0
139,9.15,34.044,2.11,0.0,0.09,2.19,32.6,0.0,28.1,0.0
150,9.04,34.059,2.01,0.0,0.09,2.23,33.8,0.0,28.6,0.0
169,8.82,34.086,1.91,0.0,0.08,2.29,36.1,0.0,29.5,0.0
199,8.1,34.051,2.13,0.0,0.05,2.29,39.5,0.01,30.6,0.0
0,13.01,32.973,6.19,0.58,0.14,0.4,2.7,0.02,0.5,0.0
2,13.01,32.973,6.19,0.58,0.14,0.4,2.7,0.02,0.5,0.0
10,12.98,32.966,6.2,0.6,0.15,0.41,2.8,0.03,0.6,0.0
15,12.41,32.933,6.25,0.67,0.2,0.47,3.6,0.06,1.5,0.0
30,11.62,33.011,5.79,0.56,0.19,0.72,5.1,0.15,5.1,0.0
40,11.64,33.168,5.94,0.92,0.4,0.78,7.2,0.21,6.5,0.05
50,11.73,33.351,5.83,0.65,0.35,0.88,8.7,0.27,8.2,0.16
60,11.82,33.451,5.82,0.59,0.32,0.92,9.4,0.29,8.8,0.21
70,11.93,33.531,5.85,0.51,0.34,0.95,9.8,0.3,9.1,0.3
75,11.94,33.549,5.83,0.49,0.32,0.95,9.9,0.3,9.2,0.36
85,11.94,33.577,5.8,0.44,0.27,0.96,10.1,0.31,9.6,0.42
100,11.84,33.648,5.6,0.3,0.26,1.07,11.4,0.34,11.2,0.22
119,10.01,33.677,3.55,0.03,0.1,1.72,20.7,0.07,21.9,0.0
125,9.77,33.748,3.21,0.02,0.09,1.85,23.1,0.07,23.8,0.0
139,9.23,33.849,2.74,0.0,0.07,2.05,27.7,0.07,26.6,0.0
150,8.9,33.936,2.56,0.0,0.05,2.11,29.8,0.07,27.6,0.0
169,8.71,33.99,2.42,0.0,0.03,2.15,32.5,0.07,28.4,0.0
198,8.22,34.046,2.07,0.0,0.03,2.32,38.5,0.0,30.7,0.0
0,12.79,32.905,6.18,0.72,0.18,0.44,3.1,0.04,1.0,0.06
2,12.79,32.905,6.18,0.72,0.18,0.44,3.1,0.04,1.0,0.06
10,12.72,32.896,6.19,0.5,0.15,0.44,3.1,0.04,1.0,0.06
20,12.76,32.933,6.13,0.52,0.14,0.44,3.0,0.05,1.0,0.09
27,12.74,32.947,6.07,0.79,0.27,0.46,3.1,0.07,1.4,0.1
30,12.3,32.853,6.13,0.76,0.26,0.48,3.5,0.07,1.7,0.09
38,12.03,32.843,6.21,0.67,0.25,0.53,4.2,0.08,2.5,0.06
44,12.29,32.956,5.98,0.4,0.19,0.54,3.8,0.11,2.7,0.07
50,12.56,33.08,5.74,0.2,0.14,0.54,3.2,0.09,2.7,0.01
51,12.53,33.082,5.71,0.17,0.13,0.54,3.1,0.09,2.7,0.0
62,11.9,33.051,5.61,0.11,0.09,0.66,4.3,0.07,4.7,0.0
74,12.03,33.182,5.46,0.08,0.08,0.66,4.5,0.06,5.1,0.0
75,12.04,33.224,5.45,0.08,0.08,0.67,4.6,0.06,5.3,0.0
87,11.49,33.188,5.34,0.05,0.06,0.82,6.4,0.08,7.8,0.0
100,11.35,33.305,5.07,0.04,0.05,0.92,7.9,0.07,9.7,0.0
119,10.42,33.532,4.24,0.02,0.04,1.35,14.9,0.08,17.0,0.0
125,10.27,33.606,4.06,0.02,0.04,1.43,16.5,0.08,18.3,0.0
139,9.87,33.725,3.69,0.01,0.03,1.58,19.8,0.08,20.8,0.0
150,9.54,33.821,3.28,0.01,0.03,1.75,23.3,0.08,23.1,0.0
169,9.16,33.942,2.64,0.0,0.03,2.01,28.9,0.07,26.6,0.0
200,8.8,34.03,2.26,0.0,0.03,2.18,33.7,0.0,28.8,0.0
0,13.89,33.068,5.98,0.41,0.07,0.34,1.8,0.0,0.0,0.0
2,13.89,33.068,5.98,0.41,0.07,0.34,1.8,0.0,0.0,0.0
10,13.89,33.069,5.97,0.34,0.13,0.34,1.8,0.0,0.0,0.0
20,13.91,33.072,5.98,0.35,0.13,0.34,1.8,0.0,0.0,0.0
30,13.9,33.079,5.98,0.4,0.11,0.33,1.8,0.0,0.0,0.0
40,13.88,33.088,5.97,0.37,0.14,0.34,1.8,0.0,0.0,0.0
49,13.85,33.137,5.95,0.49,0.18,0.35,1.9,0.01,0.0,0.06
50,13.85,33.14,5.94,0.48,0.18,0.35,1.9,0.01,0.0,0.07
60,13.83,33.166,5.88,0.31,0.19,0.38,2.0,0.04,0.3,0.15
69,13.79,33.17,5.84,0.22,0.13,0.39,2.1,0.06,0.6,0.17
75,13.71,33.169,5.82,0.18,0.11,0.42,2.3,0.09,1.0,0.14
85,13.47,33.17,5.75,0.13,0.1,0.46,2.7,0.13,1.8,0.08
99,12.31,33.222,5.43,0.06,0.07,0.72,5.2,0.07,6.1,0.02
100,12.27,33.243,5.4,0.06,0.07,0.74,5.5,0.07,6.5,0.02
120,10.93,33.453,4.59,0.03,0.05,1.17,11.7,0.08,14.0,0.02
125,10.52,33.504,4.37,0.02,0.05,1.28,13.5,0.08,15.8,0.02
140,10.07,33.632,3.69,0.01,0.04,1.59,19.1,0.08,20.6,0.03
150,9.67,33.824,3.24,0.0,0.04,1.77,22.6,0.08,23.0,0.04
169,9.45,33.932,2.51,0.0,0.05,2.04,28.5,0.08,26.2,0.06
199,9.11,34.073,1.93,0.0,0.04,2.27,34.2,0.0,28.8,0.05
0,13.76,33.055,6.0,0.27,0.07,0.35,1.9,0.0,0.0,0.01
2,13.76,33.055,6.0,0.27,0.07,0.35,1.9,0.0,0.0,0.01
10,13.76,33.056,6.01,0.28,0.08,0.35,1.9,0.0,0.0,0.01
11,13.77,33.058,6.01,0.28,0.08,0.35,1.9,0.0,0.0,0.01
20,13.79,33.07,6.0,0.29,0.09,0.34,1.9,0.0,0.0,0.0
21,13.8,33.072,6.0,0.29,0.09,0.34,1.9,0.0,0.0,0.0
30,13.76,33.077,6.0,0.35,0.13,0.34,1.9,0.0,0.0,0.01
31,13.76,33.077,6.0,0.36,0.13,0.34,1.9,0.0,0.0,0.01
41,13.59,33.058,6.01,0.43,0.15,0.36,2.1,0.02,0.3,0.04
50,13.35,33.032,6.02,0.47,0.19,0.39,2.3,0.04,0.6,0.09
60,13.79,33.163,5.86,0.33,0.17,0.38,2.0,0.07,0.5,0.12
71,13.04,33.009,6.0,0.37,0.16,0.44,2.8,0.07,1.2,0.2
75,12.67,32.936,6.04,0.36,0.16,0.45,2.9,0.07,1.3,0.2
83,12.6,32.928,6.08,0.34,0.16,0.47,3.2,0.07,1.6,0.21
99,12.16,32.963,5.93,0.2,0.16,0.59,4.1,0.19,3.5,0.14
100,12.26,33.209,5.91,0.19,0.16,0.6,4.1,0.19,3.7,0.13
119,11.1,33.118,5.34,0.05,0.08,0.85,6.5,0.05,8.3,0.01
125,10.61,33.184,5.05,0.04,0.08,1.02,9.1,0.05,11.1,0.01
139,9.94,33.411,4.38,0.02,0.07,1.4,15.6,0.06,17.6,0.0
150,9.56,33.572,4.11,0.02,0.05,1.52,18.4,0.06,19.8,0.0
169,9.31,33.811,3.81,0.01,0.02,1.6,21.8,0.06,21.5,0.0
200,8.9,33.957,3.25,0.0,0.04,1.83,27.8,0.0,24.9,0.0
0,14.93,33.275,5.88,0.27,0.08,0.33,1.9,0.0,0.0,0.0
1,14.93,33.275,5.88,0.27,0.08,0.33,1.9,0.0,0.0,0.0
10,14.92,33.276,5.87,0.27,0.08,0.32,1.8,0.0,0.1,0.0
20,14.92,33.273,5.87,0.29,0.08,0.32,1.9,0.0,0.0,0.0
30,14.88,33.272,5.87,0.3,0.09,0.32,1.9,0.0,0.0,0.01
40,14.15,33.203,5.83,0.5,0.23,0.41,2.3,0.1,0.9,0.02
50,13.66,33.201,5.71,0.35,0.2,0.5,3.0,0.22,2.1,0.01
60,12.9,33.292,5.34,0.28,0.21,0.76,5.5,0.17,6.4,0.01
69,12.09,33.359,4.94,0.16,0.12,1.01,8.5,0.09,10.6,0.01
75,12.01,33.382,4.73,0.12,0.09,1.11,10.0,0.08,12.5,0.01
84,11.32,33.457,4.46,0.08,0.07,1.24,12.1,0.07,14.8,0.01
99,10.57,33.567,3.97,0.04,0.04,1.5,16.5,0.01,18.9,0.01
100,10.38,33.614,3.93,0.04,0.04,1.52,16.8,0.01,19.2,0.01
119,9.78,33.739,3.32,0.01,0.03,1.78,22.3,0.01,23.2,0.0
125,9.6,33.777,3.23,0.01,0.03,1.82,23.4,0.01,23.8,0.0
139,9.33,33.852,3.08,0.01,0.03,1.87,25.6,0.01,24.8,0.0
150,9.1,33.909,2.95,0.01,0.03,1.92,27.6,0.01,25.7,0.0
169,8.77,33.981,2.71,0.0,0.03,2.02,31.1,0.0,27.1,0.0
198,8.42,34.04,2.33,0.0,0.02,2.18,36.1,0.0,29.1,0.0
0,13.24,33.46,5.73,1.36,0.47,0.6,6.0,0.22,4.8,0.63
1,13.24,33.46,5.73,1.36,0.47,0.6,6.0,0.22,4.8,0.63
5,13.26,33.461,5.72,1.34,0.49,0.6,5.9,0.21,4.8,0.63
10,13.18,33.461,5.66,1.41,0.49,0.63,6.0,0.23,5.2,0.77
15,13.13,33.462,5.55,1.14,0.43,0.68,6.4,0.25,5.7,0.97
20,12.98,33.462,5.3,0.74,0.38,0.79,7.3,0.3,6.8,1.28
30,12.8,33.471,5.15,0.62,0.35,0.84,7.9,0.34,7.5,1.17
31,12.8,33.471,5.13,0.61,0.35,0.84,8.0,0.34,7.6,1.16
0,13.64,33.467,6.06,1.72,0.69,0.45,4.4,0.1,1.7,0.15
2,13.64,33.467,6.06,1.72,0.69,0.45,4.4,0.1,1.7,0.15
6,13.64,33.468,6.03,1.82,0.67,0.44,4.4,0.09,1.6,0.14
10,13.64,33.467,6.02,1.77,0.63,0.42,4.4,0.1,1.8,0.19
20,13.42,33.454,5.78,1.26,0.5,0.52,5.1,0.17,3.0,0.44
30,13.06,33.442,5.32,0.87,0.38,0.77,7.7,0.32,6.0,1.68
41,12.67,33.473,4.87,0.42,0.32,0.96,9.6,0.44,8.9,1.7
50,11.55,33.599,3.82,0.19,0.43,1.42,15.5,0.38,15.7,0.86
51,11.59,33.599,3.7,0.17,0.44,1.47,16.2,0.37,16.5,0.77
0,13.8,33.432,6.17,2.95,0.95,0.37,4.2,0.09,1.3,0.0
1,13.8,33.432,6.17,2.95,0.95,0.37,4.2,0.09,1.3,0.0
10,13.74,33.43,6.15,2.81,0.85,0.37,4.2,0.11,1.4,0.03
15,13.61,33.415,5.97,1.99,0.76,0.44,4.5,0.15,2.0,0.71
20,13.49,33.413,5.8,1.13,0.57,0.53,5.0,0.19,2.7,1.76
30,13.3,33.435,5.54,0.43,0.3,0.63,5.9,0.29,4.1,2.29
40,12.56,33.439,4.71,0.2,0.21,1.01,9.1,0.67,10.9,0.71
50,12.06,33.467,4.29,0.19,0.2,1.19,11.1,0.49,14.5,0.0
60,12.06,33.484,4.28,0.2,0.23,1.19,10.9,0.13,14.0,0.0
69,12.06,33.504,4.19,0.17,0.22,1.23,11.1,0.08,14.0,0.0
75,11.88,33.561,3.99,0.13,0.2,1.33,12.7,0.07,15.6,0.0
85,11.15,33.618,3.53,0.07,0.16,1.54,16.4,0.07,19.0,0.0
100,10.74,33.803,2.69,0.02,0.1,1.84,22.4,0.0,22.1,0.0
119,10.5,33.931,2.21,0.0,0.06,2.05,26.2,0.0,24.1,0.0
125,10.41,33.952,2.14,0.0,0.06,2.09,26.9,0.0,24.5,0.0
139,10.24,34.018,2.04,0.01,0.07,2.15,28.2,0.01,25.1,0.0
150,10.08,34.077,1.9,0.01,0.08,2.22,29.4,0.01,25.8,0.0
170,9.97,34.153,1.71,0.0,0.08,2.31,31.6,0.02,27.0,0.0
199,9.25,34.143,1.78,0.0,0.07,2.32,34.8,0.03,28.4,0.0
0,13.76,33.481,6.17,1.3,0.38,0.39,3.8,0.0,0.7,0.04
2,13.76,33.481,6.17,1.3,0.38,0.39,3.8,0.0,0.7,0.04
10,13.77,33.48,6.17,1.34,0.41,0.4,3.8,0.0,1.0,0.05
20,13.0,33.495,5.18,0.79,0.4,0.8,6.9,0.12,7.5,0.02
30,12.55,33.53,4.85,0.5,0.33,1.0,8.9,0.13,10.5,0.01
40,12.02,33.532,4.44,0.29,0.28,1.19,11.0,0.03,13.6,0.01
50,11.32,33.596,3.98,0.17,0.17,1.41,14.0,0.02,16.8,0.01
60,10.97,33.623,3.74,0.08,0.13,1.55,15.9,0.01,18.5,0.01
69,10.65,33.686,3.45,0.05,0.12,1.66,18.3,0.01,20.1,0.01
75,10.49,33.737,3.25,0.03,0.1,1.73,19.8,0.01,21.0,0.01
85,10.27,33.796,3.0,0.01,0.08,1.81,21.9,0.01,22.1,0.01
100,9.98,33.828,2.98,0.01,0.1,1.84,23.1,0.01,23.3,0.01
119,9.58,33.931,2.64,0.0,0.09,1.98,26.9,0.01,25.1,0.0
125,9.33,33.974,2.55,0.0,0.08,2.02,27.8,0.01,25.5,0.0
139,9.36,34.012,2.37,0.0,0.06,2.11,29.8,0.0,26.3,0.0
150,9.3,34.065,2.23,0.0,0.06,2.18,31.3,0.0,27.0,0.0
169,9.1,34.091,2.03,0.0,0.06,2.28,33.7,0.0,28.1,0.0
199,8.81,34.125,1.84,0.0,0.06,2.33,36.9,0.0,29.2,0.0
0,13.69,33.487,6.02,0.91,0.31,0.45,4.1,0.04,1.7,0.13
2,13.69,33.487,6.02,0.91,0.31,0.45,4.1,0.04,1.7,0.13
10,13.66,33.487,6.02,0.87,0.27,0.45,4.2,0.05,1.6,0.23
20,13.37,33.484,6.07,0.71,0.32,0.51,4.9,0.08,3.3,0.28
30,12.88,33.511,5.68,0.83,0.44,0.73,6.8,0.17,6.7,0.04
40,11.8,33.527,4.2,0.31,0.39,1.25,12.2,0.05,14.8,0.0
50,10.97,33.63,3.69,0.1,0.2,1.49,16.1,0.02,18.3,0.0
60,10.67,33.659,3.61,0.06,0.19,1.55,17.5,0.02,19.7,0.0
70,10.32,33.722,3.42,0.03,0.11,1.64,19.6,0.02,21.1,0.0
75,10.11,33.772,3.29,0.02,0.09,1.69,20.6,0.02,21.7,0.0
85,10.04,33.807,3.06,0.01,0.07,1.79,22.6,0.02,22.9,0.0
100,9.59,33.881,2.91,0.01,0.07,1.88,25.7,0.02,24.6,0.0
120,9.29,33.983,2.31,0.01,0.11,2.12,31.6,0.0,27.1,0.0
125,9.26,33.992,2.23,0.01,0.1,2.15,32.4,0.0,27.5,0.0
140,9.08,34.032,2.07,0.01,0.08,2.22,34.2,0.0,28.4,0.0
150,8.94,34.08,1.95,0.01,0.08,2.27,35.6,0.0,29.0,0.0
170,8.75,34.131,1.71,0.0,0.09,2.37,38.4,0.0,30.0,0.0
199,8.58,34.167,1.44,0.02,0.05,2.49,41.7,0.0,31.1,0.0
0,13.56,33.487,6.14,0.99,0.23,0.47,4.2,0.03,2.0,0.05
1,13.56,33.487,6.14,0.99,0.23,0.47,4.2,0.03,2.0,0.05
10,13.38,33.491,6.07,0.81,0.3,0.54,4.9,0.07,3.3,0.04
12,13.24,33.497,6.05,0.76,0.32,0.57,5.1,0.09,3.8,0.04
19,13.07,33.505,5.89,0.74,0.4,0.65,5.7,0.17,5.0,0.04
20,12.99,33.511,5.87,0.74,0.41,0.67,5.8,0.19,5.2,0.04
29,12.76,33.534,5.69,0.71,0.48,0.83,7.1,0.34,6.9,0.04
30,12.53,33.545,5.4,0.63,0.45,0.93,8.2,0.29,8.5,0.03
35,11.5,33.559,4.0,0.24,0.27,1.4,13.4,0.03,16.0,0.0
42,11.23,33.607,3.78,0.14,0.21,1.48,15.0,0.01,17.2,0.0
49,10.83,33.653,3.64,0.07,0.14,1.58,16.7,0.01,18.7,0.0
50,10.81,33.656,3.63,0.07,0.14,1.59,16.8,0.01,18.8,0.0
57,10.59,33.672,3.58,0.05,0.13,1.62,17.6,0.0,19.6,0.0
70,10.2,33.745,3.35,0.02,0.14,1.72,20.1,0.0,21.1,0.0
75,9.98,33.793,3.25,0.01,0.12,1.76,21.3,0.0,21.8,0.0
82,9.87,33.812,3.11,0.01,0.08,1.83,23.0,0.0,22.9,0.0
91,9.63,33.867,2.9,0.01,0.06,1.93,25.3,0.0,24.1,0.0
100,9.52,33.916,2.74,0.01,0.08,1.98,27.0,0.0,24.9,0.0
120,9.29,33.984,2.32,0.02,0.1,2.14,31.1,0.0,26.8,0.0
125,9.27,33.989,2.25,0.02,0.1,2.16,31.9,0.0,27.1,0.0
140,9.08,34.041,2.08,0.01,0.08,2.23,34.0,0.0,28.0,0.0
150,8.98,34.067,1.94,0.01,0.07,2.29,35.6,0.0,28.7,0.0
170,8.74,34.138,1.66,0.0,0.06,2.41,38.6,0.0,29.9,0.0
200,8.51,34.178,1.36,0.0,0.06,2.53,42.4,0.0,31.2,0.0
0,12.89,33.533,6.19,2.01,0.54,0.66,6.5,0.11,5.3,0.03
2,12.89,33.533,6.19,2.01,0.54,0.66,6.5,0.11,5.3,0.03
6,12.89,33.533,6.19,2.07,0.63,0.66,6.4,0.11,5.3,0.05
10,12.85,33.533,6.18,1.87,0.59,0.66,6.4,0.11,5.4,0.04
20,12.66,33.534,5.95,1.7,0.64,0.73,7.1,0.12,6.4,0.02
30,12.01,33.555,5.17,0.79,0.42,1.01,10.0,0.13,10.9,0.07
40,11.15,33.628,4.23,0.3,0.22,1.36,15.1,0.1,16.4,0.05
50,10.89,33.655,3.95,0.19,0.17,1.46,16.7,0.07,18.1,0.02
60,10.87,33.69,3.85,0.18,0.17,1.52,17.7,0.09,18.2,0.13
75,10.4,33.788,3.3,0.12,0.21,1.7,21.8,0.09,21.3,0.04
0,12.15,33.505,6.15,1.3,0.23,0.81,7.9,0.18,7.7,0.22
1,12.15,33.505,6.15,1.3,0.23,0.81,7.9,0.18,7.7,0.22
10,12.09,33.507,6.08,1.4,0.44,0.83,8.1,0.19,7.9,0.21
19,11.99,33.512,5.94,1.27,0.45,0.88,8.7,0.21,8.6,0.29
20,12.0,33.532,5.93,1.26,0.47,0.89,8.8,0.22,8.7,0.28
30,12.07,33.598,5.84,1.12,0.56,0.94,9.6,0.28,9.7,0.14
39,11.52,33.616,4.98,0.28,0.26,1.21,13.1,0.12,14.3,0.0
50,10.83,33.68,4.02,0.09,0.15,1.49,17.2,0.02,18.7,0.0
60,10.2,33.739,3.41,0.05,0.14,1.7,20.9,0.01,21.9,0.0
70,9.9,33.791,3.14,0.03,0.1,1.81,22.9,0.0,23.5,0.0
75,9.88,33.801,3.04,0.03,0.1,1.84,23.6,0.0,23.9,0.0
84,9.81,33.845,2.88,0.02,0.11,1.89,24.8,0.01,24.5,0.0
99,9.58,33.902,2.68,0.01,0.09,1.96,26.8,0.01,25.5,0.0
100,9.58,33.904,2.68,0.01,0.09,1.96,26.9,0.01,25.5,0.0
119,9.22,33.946,2.68,0.0,0.07,1.99,28.6,0.0,26.1,0.0
125,9.15,33.95,2.74,0.0,0.07,1.98,29.0,0.0,26.1,0.0
139,8.83,33.982,2.84,0.0,0.06,1.97,30.3,0.01,26.4,0.0
150,8.77,34.003,2.73,0.0,0.06,2.02,32.2,0.01,27.2,0.0
169,8.32,34.032,2.42,0.0,0.05,2.16,36.3,0.01,28.9,0.0
199,7.87,34.069,2.03,0.01,0.05,2.34,42.6,0.0,31.3,0.0
0,12.62,33.064,6.19,0.57,0.14,0.5,3.7,0.03,1.8,0.08
1,12.62,33.064,6.19,0.57,0.14,0.5,3.7,0.03,1.8,0.08
10,12.61,33.064,6.19,0.61,0.15,0.51,3.6,0.03,1.9,0.05
13,12.6,33.065,6.19,0.64,0.17,0.49,3.6,0.03,1.9,0.05
20,12.59,33.076,6.15,0.68,0.2,0.5,3.6,0.04,1.8,0.1
22,12.6,33.08,6.14,0.69,0.21,0.5,3.6,0.04,1.8,0.12
30,12.57,33.09,6.1,0.59,0.25,0.52,3.7,0.05,2.0,0.18
31,12.57,33.09,6.09,0.57,0.25,0.52,3.7,0.05,2.0,0.19
38,12.51,33.092,6.03,0.4,0.28,0.55,3.9,0.08,2.6,0.21
44,12.08,33.09,5.88,0.29,0.21,0.65,4.6,0.13,4.4,0.11
50,11.82,33.111,5.82,0.26,0.19,0.72,5.5,0.12,5.7,0.09
52,11.78,33.109,5.8,0.25,0.19,0.74,5.8,0.11,6.1,0.09
59,11.57,33.196,5.6,0.19,0.18,0.85,7.2,0.12,8.3,0.01
72,12.2,33.477,5.53,0.18,0.2,0.92,8.6,0.35,9.4,0.0
75,12.09,33.549,5.43,0.16,0.19,0.96,9.1,0.31,10.2,0.0
86,11.73,33.568,4.95,0.09,0.16,1.15,11.5,0.1,13.4,0.0
100,10.92,33.574,4.41,0.06,0.14,1.38,14.9,0.04,17.0,0.0
119,10.32,33.727,3.52,0.03,0.1,1.67,20.0,0.01,21.4,0.0
125,10.21,33.739,3.32,0.02,0.09,1.74,21.5,0.01,22.5,0.0
139,9.61,33.854,2.97,0.01,0.08,1.88,24.8,0.01,24.5,0.0
150,9.17,33.924,2.76,0.0,0.07,1.97,27.3,0.01,25.8,0.0
169,8.97,33.995,2.51,0.0,0.07,2.09,31.2,0.0,27.4,0.0
199,8.56,34.049,2.29,0.0,0.06,2.2,35.4,0.0,29.0,0.0
0,12.48,33.14,6.2,1.04,0.22,0.57,4.8,0.07,3.0,0.21
1,12.48,33.14,6.2,1.04,0.22,0.57,4.8,0.07,3.0,0.21
10,12.46,33.19,6.19,1.03,0.29,0.6,5.1,0.08,3.6,0.03
20,12.14,33.251,6.19,1.46,0.37,0.69,6.3,0.11,5.1,0.01
25,12.13,33.251,6.16,1.4,0.4,0.7,6.3,0.11,5.3,0.01
29,12.1,33.25,6.13,1.35,0.38,0.71,6.5,0.11,5.3,0.0
30,12.08,33.246,6.12,1.31,0.37,0.72,6.6,0.11,5.4,0.0
39,11.99,33.283,5.99,0.94,0.31,0.78,7.3,0.14,6.8,0.04
49,12.0,33.317,5.95,1.03,0.4,0.8,7.4,0.17,7.0,0.06
50,12.0,33.33,5.94,0.99,0.39,0.81,7.5,0.17,7.1,0.07
59,12.04,33.394,5.88,0.62,0.32,0.85,7.9,0.2,7.8,0.19
69,12.14,33.463,5.94,0.7,0.3,0.85,7.9,0.24,7.9,0.22
75,11.96,33.487,5.75,0.57,0.3,0.88,8.3,0.28,8.4,0.21
84,12.01,33.591,5.47,0.3,0.29,1.03,10.1,0.33,10.7,0.15
98,10.55,33.628,3.67,0.05,0.09,1.61,17.6,0.03,20.2,0.0
100,10.11,33.698,3.61,0.05,0.09,1.66,18.5,0.03,21.0,0.0
119,9.48,33.806,3.03,0.01,0.05,1.89,24.5,0.01,24.7,0.0
125,9.36,33.844,3.0,0.01,0.04,1.91,25.5,0.01,25.1,0.0
139,9.08,33.918,2.93,0.0,0.03,1.94,27.3,0.0,25.5,0.0
150,8.88,33.964,2.84,0.0,0.03,1.99,29.2,0.0,26.1,0.0
168,8.59,33.999,2.66,0.0,0.04,2.08,32.3,0.0,27.2,0.0
198,8.34,34.042,2.35,0.0,0.03,2.21,36.3,0.0,28.8,0.0
0,13.77,33.128,5.98,0.29,0.12,0.36,2.2,0.0,0.0,0.0
2,13.77,33.128,5.98,0.29,0.12,0.36,2.2,0.0,0.0,0.0
10,13.77,33.127,5.97,0.31,0.08,0.35,2.2,0.0,0.0,0.0
20,13.78,33.126,5.97,0.29,0.09,0.36,2.1,0.0,0.0,0.02
21,13.78,33.129,5.97,0.29,0.09,0.36,2.1,0.0,0.0,0.02
30,13.78,33.127,5.97,0.29,0.1,0.35,2.1,0.0,0.0,0.03
40,13.77,33.127,5.98,0.28,0.1,0.36,2.1,0.0,0.0,0.04
50,12.92,32.984,6.07,0.38,0.2,0.44,2.9,0.01,1.1,0.1
60,12.58,32.94,6.07,0.49,0.21,0.49,3.2,0.04,1.8,0.18
70,12.45,32.933,6.09,0.4,0.18,0.51,3.4,0.05,2.1,0.16
75,12.11,32.94,6.03,0.3,0.18,0.57,3.9,0.08,3.1,0.11
85,11.56,32.997,5.77,0.12,0.17,0.72,5.1,0.11,5.6,0.01
100,11.72,33.31,5.12,0.06,0.07,0.88,6.9,0.0,8.9,0.0
120,10.85,33.48,4.52,0.03,0.05,1.18,11.9,0.0,14.4,0.0
125,10.64,33.522,4.34,0.02,0.05,1.28,13.5,0.0,15.9,0.0
139,10.14,33.627,3.85,0.01,0.04,1.53,17.8,0.0,19.6,0.0
150,9.75,33.734,3.56,0.0,0.05,1.66,20.6,0.0,21.6,0.0
170,9.35,33.842,3.23,0.01,0.06,1.8,24.7,0.0,24.0,0.0
199,8.76,33.962,3.24,0.0,0.07,1.84,28.5,0.0,25.0,0.0
0,15.25,33.296,5.79,0.18,0.06,0.31,1.9,0.0,0.0,0.01
2,15.25,33.296,5.79,0.18,0.06,0.31,1.9,0.0,0.0,0.01
10,15.26,33.298,5.79,0.17,0.05,0.31,1.9,0.0,0.0,0.01
20,15.26,33.293,5.8,0.18,0.06,0.31,1.9,0.0,0.0,0.01
30,15.26,33.297,5.8,0.18,0.05,0.3,1.8,0.0,0.0,0.0
40,14.48,33.238,5.92,0.46,0.2,0.35,2.0,0.03,0.0,0.02
50,14.02,33.203,5.98,0.66,0.31,0.37,2.3,0.03,0.3,0.05
59,13.76,33.17,5.87,0.53,0.28,0.43,2.6,0.12,1.0,0.05
70,13.2,33.175,5.64,0.3,0.22,0.54,3.4,0.12,2.9,0.01
75,13.23,33.291,5.64,0.23,0.17,0.57,3.6,0.13,3.4,0.01
84,12.85,33.288,5.63,0.14,0.1,0.65,4.4,0.15,4.9,0.01
99,11.81,33.34,4.94,0.09,0.09,1.01,8.5,0.01,11.0,0.0
100,11.75,33.348,4.9,0.09,0.09,1.03,8.8,0.01,11.4,0.0
119,10.83,33.506,4.16,0.05,0.05,1.43,14.8,0.01,17.8,0.0
125,10.49,33.593,3.94,0.04,0.04,1.53,16.9,0.01,19.5,0.0
139,9.88,33.695,3.47,0.01,0.03,1.73,21.3,0.01,22.6,0.01
150,9.67,33.752,3.2,0.01,0.03,1.83,23.6,0.01,24.1,0.01
169,9.31,33.867,2.9,0.0,0.03,1.93,26.6,0.01,25.5,0.0
198,8.81,33.963,2.82,0.0,0.03,1.99,30.3,0.0,26.8,0.0
0,14.86,33.281,5.87,0.27,0.08,0.32,2.0,0.0,0.0,0.0
2,14.86,33.281,5.87,0.27,0.08,0.32,2.0,0.0,0.0,0.0
10,14.85,33.28,5.87,0.26,0.07,0.31,1.9,0.0,0.0,0.0
11,14.85,33.281,5.88,0.25,0.07,0.31,1.8,0.0,0.0,0.0
